,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,Classes,Set,Set size
296,RandomForest,pKd pKi pIC50,ki,1.3611380952380954,3.1782533586834734,1.3228321650445296,0.548742,[0.485 ~ 0.607],0.301118,0.56924,GRADE_class4_test,4,test,357
297,RandomForest,pKd pKi pIC50,ki,1.7194500000000001,3.5037036190000004,1.252833515076924,0.408011,[-0.186 ~ 0.784],0.166473,0.357576,GRADE_class4_val,4,val,10
298,RandomForest,pKd pKi pIC50,ki,1.3681128851540618,3.184978210168069,1.2147836047916143,0.533735,[0.468 ~ 0.593],0.284873,0.537648,X-GRADE_class4_test,4,test,357
299,RandomForest,pKd pKi pIC50,ki,1.7150100000000001,3.6763180090000005,0.80292156335473,0.386531,[-0.211 ~ 0.774],0.149407,0.490909,X-GRADE_class4_val,4,val,10
300,XGBoost,pKd pKi pIC50,ki,1.4015758720098757,3.404054006426213,1.5915926694869995,0.533003,[0.468 ~ 0.593],0.284093,0.554969,GRADE_class4_test,4,test,357
301,XGBoost,pKd pKi pIC50,ki,1.4896840572357177,2.944329366203941,1.3767279386520386,0.531715,[-0.029 ~ 0.838],0.28272,0.50303,GRADE_class4_val,4,val,10
302,XGBoost,pKd pKi pIC50,ki,1.4027136248099705,3.4717482449786687,1.6102317571640015,0.522817,[0.456 ~ 0.583],0.273337,0.557842,X-GRADE_class4_test,4,test,357
303,XGBoost,pKd pKi pIC50,ki,1.8331240005493163,4.537955873953521,1.2810157537460327,0.322663,[-0.279 ~ 0.743],0.104111,0.430303,X-GRADE_class4_val,4,val,10
304,linearRegression,pKd pKi pIC50,kd,1.4794437218481649,3.55147925713286,1.1139154497006345,0.450516,[0.378 ~ 0.517],0.202965,0.469956,GRADE_class4_test,4,test,357
305,linearRegression,pKd pKi pIC50,kd,1.4715547204079367,2.8954229251821415,0.6842297864447474,0.588095,[0.053 ~ 0.861],0.345856,0.466667,GRADE_class4_val,4,val,10
306,linearRegression,pKd pKi pIC50,kd,184544594286.56982,1.170739904442026e+25,3416630735097.224,0.075694,[-0.012 ~ 0.162],0.00573,0.573291,X-GRADE_class4_test,4,test,357
307,linearRegression,pKd pKi pIC50,kd,1.5081744384765623,3.3248679117503506,0.7473347967931181,0.405599,[-0.189 ~ 0.783],0.164511,0.393939,X-GRADE_class4_val,4,val,10
308,Ridge,pKd pKi pIC50,kd,1.4772074198238045,3.5431564096142734,1.10524645074106,0.451652,[0.379 ~ 0.518],0.20399,0.47007,GRADE_class4_test,4,test,357
309,Ridge,pKd pKi pIC50,kd,1.475954555089464,2.9088706830564055,0.6872297755794152,0.58055,[0.042 ~ 0.858],0.337039,0.466667,GRADE_class4_val,4,val,10
310,Ridge,pKd pKi pIC50,kd,155.7445759693871,5631191.594534745,2368.1613499426303,0.086906,[-0.0 ~ 0.173],0.007553,0.603614,X-GRADE_class4_test,4,test,357
311,Ridge,pKd pKi pIC50,kd,1.3039695699127642,2.4982162881454704,0.7533127235026252,0.688906,[0.22 ~ 0.899],0.474592,0.660606,X-GRADE_class4_val,4,val,10
312,Lasso,pKd pKi pIC50,kd,1.4741195340957216,3.529330826082318,1.0804742468252595,0.453148,[0.381 ~ 0.52],0.205343,0.469615,GRADE_class4_test,4,test,357
313,Lasso,pKd pKi pIC50,kd,1.5014558795688182,2.9916831874170215,0.6963319426122907,0.540257,[-0.017 ~ 0.841],0.291878,0.466667,GRADE_class4_val,4,val,10
314,Lasso,pKd pKi pIC50,kd,1.3976038106212396,4.288147886765819,1.7171930475765482,0.433381,[0.36 ~ 0.502],0.187819,0.589972,X-GRADE_class4_test,4,test,357
315,Lasso,pKd pKi pIC50,kd,1.47778412945142,2.9246590753528237,0.6794735266834537,0.580267,[0.041 ~ 0.858],0.33671,0.515152,X-GRADE_class4_val,4,val,10
316,ElasticNet,pKd pKi pIC50,kd,1.4709310016885557,3.5172919769432944,1.0645862394076229,0.454877,[0.383 ~ 0.521],0.206913,0.46901,GRADE_class4_test,4,test,357
317,ElasticNet,pKd pKi pIC50,kd,1.5016290911595749,2.992233334479164,0.700365230448232,0.538675,[-0.019 ~ 0.841],0.290171,0.466667,GRADE_class4_val,4,val,10
318,ElasticNet,pKd pKi pIC50,kd,110.60014199494884,2885674.471840755,1695.3786135044438,0.085909,[-0.001 ~ 0.172],0.00738,0.610513,X-GRADE_class4_test,4,test,357
319,ElasticNet,pKd pKi pIC50,kd,1.365332451674842,2.6192945232882865,0.6975223799195025,0.684414,[0.212 ~ 0.897],0.468422,0.672727,X-GRADE_class4_val,4,val,10
320,SVR,pKd pKi pIC50,kd,1.476582344525062,3.5173683783166454,1.1111564518331258,0.459142,[0.387 ~ 0.525],0.210812,0.472663,GRADE_class4_test,4,test,357
321,SVR,pKd pKi pIC50,kd,2.1638171081523137,5.73372055833619,1.4885841164571605,0.12087,[-0.462 ~ 0.631],0.014609,0.139394,GRADE_class4_val,4,val,10
322,SVR,pKd pKi pIC50,kd,1.3818622012545934,3.2387375962956555,1.1604412919888576,0.527684,[0.462 ~ 0.588],0.278451,0.554396,X-GRADE_class4_test,4,test,357
323,SVR,pKd pKi pIC50,kd,1.729396133868854,3.835633599807969,0.9155146981347825,0.503597,[-0.067 ~ 0.826],0.25361,0.430303,X-GRADE_class4_val,4,val,10
324,DecisionTree,pKd pKi pIC50,kd,1.73890756302521,5.27213025210084,1.8101628403943868,0.319343,[0.239 ~ 0.396],0.10198,0.352504,GRADE_class4_test,4,test,357
325,DecisionTree,pKd pKi pIC50,kd,2.9590000000000005,11.01043,2.8420416956828762,0.136207,[-0.45 ~ 0.64],0.018552,-0.036474,GRADE_class4_val,4,val,10
326,DecisionTree,pKd pKi pIC50,kd,1.715014005602241,5.028705882352942,1.8329166033615876,0.356945,[0.278 ~ 0.431],0.127409,0.354758,X-GRADE_class4_test,4,test,357
327,DecisionTree,pKd pKi pIC50,kd,2.2619999999999996,7.32156,0.9098373481012967,-0.601767,[-0.866 ~ -0.074],0.362124,-0.686933,X-GRADE_class4_val,4,val,10
328,RandomForest,pKd pKi pIC50,kd,1.343698599439776,3.094384000952381,1.1130194846419221,0.548767,[0.485 ~ 0.607],0.301145,0.578327,GRADE_class4_test,4,test,357
329,RandomForest,pKd pKi pIC50,kd,2.1195099999999996,5.592474703,0.9942612335297,-0.160938,[-0.655 ~ 0.43],0.025901,-0.175758,GRADE_class4_val,4,val,10
330,RandomForest,pKd pKi pIC50,kd,1.2860980392156864,2.9487465984873955,1.2229079774497225,0.576997,[0.516 ~ 0.632],0.332925,0.604937,X-GRADE_class4_test,4,test,357
331,RandomForest,pKd pKi pIC50,kd,1.5878,3.416325404000001,0.5402320856816989,0.451494,[-0.134 ~ 0.803],0.203847,0.478788,X-GRADE_class4_val,4,val,10
332,XGBoost,pKd pKi pIC50,kd,1.4999405119332279,3.8858785803009335,1.4071855545043945,0.425801,[0.352 ~ 0.495],0.181306,0.478204,GRADE_class4_test,4,test,357
333,XGBoost,pKd pKi pIC50,kd,1.7264644145965575,4.267328943936161,1.1633281707763672,0.226623,[-0.372 ~ 0.692],0.051358,0.248485,GRADE_class4_val,4,val,10
334,XGBoost,pKd pKi pIC50,kd,1.4273880262668728,3.723105175265563,1.2921838760375977,0.437258,[0.364 ~ 0.505],0.191195,0.475055,X-GRADE_class4_test,4,test,357
335,XGBoost,pKd pKi pIC50,kd,1.53066943359375,3.1842482809056314,1.3158231973648071,0.479264,[-0.099 ~ 0.816],0.229694,0.527273,X-GRADE_class4_val,4,val,10
336,linearRegression,pKd pKi pIC50,all,1.4903094096528433,3.6631537654211193,1.5270879246405231,0.41989,[0.322 ~ 0.509],0.176308,0.527696,GRADE_class5_test,5,test,211
337,linearRegression,pKd pKi pIC50,all,3.7518950955967343,497.7205843217814,21.984725222664675,-0.066617,[-0.179 ~ 0.047],0.004438,0.513536,X-GRADE_class5_test,5,test,211
338,Ridge,pKd pKi pIC50,all,1.4865122321502382,3.6407447528136894,1.5202780636308437,0.422397,[0.324 ~ 0.511],0.178419,0.529433,GRADE_class5_test,5,test,211
339,Ridge,pKd pKi pIC50,all,1.4312988111451828,3.723564141988831,1.7332054155702754,0.451536,[0.356 ~ 0.538],0.203885,0.556878,X-GRADE_class5_test,5,test,211
340,Lasso,pKd pKi pIC50,all,1.47528248277771,3.5732540905824157,1.4931277121930049,0.428689,[0.331 ~ 0.517],0.183775,0.533414,GRADE_class5_test,5,test,211
341,Lasso,pKd pKi pIC50,all,1.3728105281842409,3.2130629666059676,1.5301370803211287,0.492616,[0.402 ~ 0.574],0.242671,0.57312,X-GRADE_class5_test,5,test,211
342,ElasticNet,pKd pKi pIC50,all,1.4789447257130213,3.5957031244677693,1.5043161094947848,0.427043,[0.329 ~ 0.516],0.182365,0.532798,GRADE_class5_test,5,test,211
343,ElasticNet,pKd pKi pIC50,all,1.3513077368511788,3.0809862951348608,1.4746380120590625,0.509322,[0.42 ~ 0.589],0.259409,0.572961,X-GRADE_class5_test,5,test,211
344,SVR,pKd pKi pIC50,all,1.234477978314015,2.4094091039264787,1.197086893465934,0.632036,[0.559 ~ 0.696],0.399469,0.621204,GRADE_class5_test,5,test,211
345,SVR,pKd pKi pIC50,all,1.3155542266462632,2.718460627176551,1.2544756323224275,0.593399,[0.515 ~ 0.662],0.352122,0.573888,X-GRADE_class5_test,5,test,211
346,DecisionTree,pKd pKi pIC50,all,1.6990047393364929,4.8947767772511845,2.1094680059911672,0.414756,[0.316 ~ 0.505],0.172022,0.415299,GRADE_class5_test,5,test,211
347,DecisionTree,pKd pKi pIC50,all,1.6789573459715639,4.301603791469194,1.7746084477896076,0.391487,[0.291 ~ 0.484],0.153262,0.350911,X-GRADE_class5_test,5,test,211
348,RandomForest,pKd pKi pIC50,all,1.2063094786729858,2.361500372843602,1.2622558930044818,0.645988,[0.575 ~ 0.708],0.417301,0.627928,GRADE_class5_test,5,test,211
349,RandomForest,pKd pKi pIC50,all,1.1722047393364927,2.1528611227488152,1.1914746417368787,0.6758,[0.609 ~ 0.733],0.456706,0.640184,X-GRADE_class5_test,5,test,211
350,XGBoost,pKd pKi pIC50,all,1.3469117187210737,2.8870327226090566,1.484829068183899,0.564717,[0.482 ~ 0.637],0.318905,0.546916,GRADE_class5_test,5,test,211
351,XGBoost,pKd pKi pIC50,all,1.3277158945996614,2.7850071926628313,1.4147357940673828,0.565558,[0.483 ~ 0.638],0.319856,0.552612,X-GRADE_class5_test,5,test,211
352,linearRegression,pKd pKi pIC50,ki,1.643646626831302,4.945077372572218,1.8836222680693095,0.350965,[0.247 ~ 0.447],0.123176,0.516052,GRADE_class5_test,5,test,211
353,linearRegression,pKd pKi pIC50,ki,702.1219438299906,21358271.06700954,4592.528118425897,0.053063,[-0.061 ~ 0.166],0.002816,0.507877,X-GRADE_class5_test,5,test,211
354,Ridge,pKd pKi pIC50,ki,1.633619205353442,4.87195400499814,1.8629756662830474,0.356178,[0.253 ~ 0.451],0.126863,0.518581,GRADE_class5_test,5,test,211
355,Ridge,pKd pKi pIC50,ki,2.928536139630309,173.59060713841856,12.978826929564297,-0.004687,[-0.118 ~ 0.109],2.2e-05,0.533655,X-GRADE_class5_test,5,test,211
356,Lasso,pKd pKi pIC50,ki,1.617181308563611,4.750199173166174,1.8278854175065804,0.367698,[0.265 ~ 0.462],0.135202,0.526806,GRADE_class5_test,5,test,211
357,Lasso,pKd pKi pIC50,ki,2.76971716660865,130.7490912812104,11.232507521902875,0.001123,[-0.112 ~ 0.115],1e-06,0.52084,X-GRADE_class5_test,5,test,211
358,ElasticNet,pKd pKi pIC50,ki,1.6100980453443579,4.700558823888216,1.8126209926114327,0.370472,[0.268 ~ 0.464],0.13725,0.525757,GRADE_class5_test,5,test,211
359,ElasticNet,pKd pKi pIC50,ki,2.765277011127839,137.81329484579388,11.531373522013755,-0.000673,[-0.114 ~ 0.113],0.0,0.528024,X-GRADE_class5_test,5,test,211
360,SVR,pKd pKi pIC50,ki,1.2428597251051845,2.5835779185637766,1.2133799989730976,0.666244,[0.598 ~ 0.725],0.443881,0.648221,GRADE_class5_test,5,test,211
361,SVR,pKd pKi pIC50,ki,1.3885183102185517,3.0531114385406353,1.3469992005293077,0.606323,[0.529 ~ 0.674],0.367628,0.573039,X-GRADE_class5_test,5,test,211
362,DecisionTree,pKd pKi pIC50,ki,1.8121327014218007,5.2866938388625595,2.03258853538399,0.39844,[0.298 ~ 0.49],0.158755,0.396753,GRADE_class5_test,5,test,211
363,DecisionTree,pKd pKi pIC50,ki,1.7571090047393365,5.241818483412322,1.9427011240821217,0.388273,[0.287 ~ 0.481],0.150756,0.391742,X-GRADE_class5_test,5,test,211
364,RandomForest,pKd pKi pIC50,ki,1.3051559241706163,2.674860380521328,1.3146709506818595,0.653927,[0.584 ~ 0.714],0.427621,0.621269,GRADE_class5_test,5,test,211
365,RandomForest,pKd pKi pIC50,ki,1.262529857819905,2.486896451753554,1.2243864826442163,0.650999,[0.58 ~ 0.712],0.4238,0.603779,X-GRADE_class5_test,5,test,211
366,XGBoost,pKd pKi pIC50,ki,1.442927994524698,3.1774610823892773,1.5525360107421875,0.539449,[0.454 ~ 0.615],0.291005,0.524574,GRADE_class5_test,5,test,211
367,XGBoost,pKd pKi pIC50,ki,1.3454230305368864,2.778546075445142,1.4796439409255981,0.570808,[0.489 ~ 0.643],0.325822,0.544634,X-GRADE_class5_test,5,test,211
368,linearRegression,pKd pKi pIC50,kd,1.35231343327989,2.8988615971740908,1.2057941654966315,0.49406,[0.403 ~ 0.575],0.244095,0.549446,GRADE_class5_test,5,test,211
369,linearRegression,pKd pKi pIC50,kd,82956.3112229925,1230100707631.9214,1106278.5435618311,0.078599,[-0.035 ~ 0.19],0.006178,0.507798,X-GRADE_class5_test,5,test,211
370,Ridge,pKd pKi pIC50,kd,1.3476073411291576,2.881644090940709,1.199643449564453,0.497281,[0.407 ~ 0.578],0.247289,0.550682,GRADE_class5_test,5,test,211
371,Ridge,pKd pKi pIC50,kd,1.427998958866215,3.678462145913179,1.6554538866195025,0.437595,[0.341 ~ 0.525],0.19149,0.547183,X-GRADE_class5_test,5,test,211
372,Lasso,pKd pKi pIC50,kd,1.322957758590588,2.795027430847201,1.1556783226818201,0.51335,[0.425 ~ 0.592],0.263529,0.558487,GRADE_class5_test,5,test,211
373,Lasso,pKd pKi pIC50,kd,1.3644472859672656,3.1638894656479915,1.499587978301122,0.486135,[0.394 ~ 0.568],0.236327,0.576557,X-GRADE_class5_test,5,test,211
374,ElasticNet,pKd pKi pIC50,kd,1.3301271261052077,2.818111273188147,1.1701706920125272,0.509105,[0.42 ~ 0.589],0.259188,0.555891,GRADE_class5_test,5,test,211
375,ElasticNet,pKd pKi pIC50,kd,1.302561400301268,2.850746625871905,1.3440469432319302,0.517753,[0.429 ~ 0.596],0.268068,0.597617,X-GRADE_class5_test,5,test,211
376,SVR,pKd pKi pIC50,kd,1.2732359738358379,2.549952103315255,1.1084532807756116,0.579846,[0.499 ~ 0.651],0.336221,0.573623,GRADE_class5_test,5,test,211
377,SVR,pKd pKi pIC50,kd,1.2936320391417346,2.659454348819318,1.0489784964690696,0.559124,[0.476 ~ 0.633],0.312619,0.52316,X-GRADE_class5_test,5,test,211
378,DecisionTree,pKd pKi pIC50,kd,1.8067772511848341,4.987608056872038,1.7599910767113414,0.270774,[0.162 ~ 0.373],0.073319,0.259216,GRADE_class5_test,5,test,211
379,DecisionTree,pKd pKi pIC50,kd,1.6744075829383889,4.159159241706162,1.7886044222508128,0.403919,[0.304 ~ 0.495],0.163151,0.399297,X-GRADE_class5_test,5,test,211
380,RandomForest,pKd pKi pIC50,kd,1.1995260663507106,2.364993216113744,1.1388761314782172,0.623098,[0.548 ~ 0.688],0.388251,0.621952,GRADE_class5_test,5,test,211
381,RandomForest,pKd pKi pIC50,kd,1.2159834123222746,2.38190888914692,1.111263260599067,0.610357,[0.534 ~ 0.677],0.372536,0.587069,X-GRADE_class5_test,5,test,211
382,XGBoost,pKd pKi pIC50,kd,1.3165897353565523,2.841570238637627,1.3605358600616455,0.542265,[0.457 ~ 0.618],0.294051,0.532871,GRADE_class5_test,5,test,211
383,XGBoost,pKd pKi pIC50,kd,1.2303098307062665,2.5329171903634284,1.3346126079559326,0.579148,[0.498 ~ 0.65],0.335412,0.559632,X-GRADE_class5_test,5,test,211
384,linearRegression,pKd pKi pIC50,all,1.3246287663928582,2.8258885811297674,1.2482608165953941,0.45856,[0.384 ~ 0.527],0.210277,0.493461,GRADE_class6_test,6,test,332
385,linearRegression,pKd pKi pIC50,all,1.5203050379858363,2.496231800079906,1.0354570083694403,0.977769,[0.794 ~ 0.998],0.956033,1.0,GRADE_class6_val,6,val,5
386,linearRegression,pKd pKi pIC50,all,2490305.8813189254,1938295597246990.8,43963847.08572917,-0.102751,[-0.191 ~ -0.012],0.010558,0.481553,X-GRADE_class6_test,6,test,332
387,linearRegression,pKd pKi pIC50,all,1.6570973806884353,3.2856213478001166,0.904514337143672,0.876099,[0.193 ~ 0.987],0.767549,0.9,X-GRADE_class6_val,6,val,5
388,Ridge,pKd pKi pIC50,all,1.3222052016000665,2.8166135501517755,1.243638070610169,0.460019,[0.386 ~ 0.528],0.211618,0.49514,GRADE_class6_test,6,test,332
389,Ridge,pKd pKi pIC50,all,1.5296998622316347,2.528031520283197,1.0314481598952703,0.977564,[0.792 ~ 0.998],0.955632,1.0,GRADE_class6_val,6,val,5
390,Ridge,pKd pKi pIC50,all,2400733.430364524,1913485874172475.0,43677481.40503541,0.101669,[0.011 ~ 0.19],0.010337,0.508532,X-GRADE_class6_test,6,test,332
391,Ridge,pKd pKi pIC50,all,1.7318499768036877,3.5834804131081506,0.8969316216591536,0.860062,[0.13 ~ 0.985],0.739706,0.9,X-GRADE_class6_val,6,val,5
392,Lasso,pKd pKi pIC50,all,1.3164641374419073,2.7933537672604527,1.225302400458613,0.462628,[0.388 ~ 0.531],0.214024,0.4991,GRADE_class6_test,6,test,332
393,Lasso,pKd pKi pIC50,all,1.5918495509995771,2.734974917376659,1.021366576192533,0.975313,[0.773 ~ 0.998],0.951235,1.0,GRADE_class6_val,6,val,5
394,Lasso,pKd pKi pIC50,all,3412020.7943538204,3865102016402102.5,62076244.8088054,0.101669,[0.011 ~ 0.19],0.010337,0.50801,X-GRADE_class6_test,6,test,332
395,Lasso,pKd pKi pIC50,all,1.9757042124093338,4.516356293747565,0.8752461372085055,0.853624,[0.106 ~ 0.985],0.728674,0.7,X-GRADE_class6_val,6,val,5
396,ElasticNet,pKd pKi pIC50,all,1.3199585858004015,2.8076381520533253,1.2376954649820187,0.461193,[0.387 ~ 0.53],0.212699,0.496435,GRADE_class6_test,6,test,332
397,ElasticNet,pKd pKi pIC50,all,1.5469165514476972,2.584955302009324,1.0276455979486687,0.977038,[0.787 ~ 0.998],0.954603,1.0,GRADE_class6_val,6,val,5
398,ElasticNet,pKd pKi pIC50,all,2471788.961243533,2028431184825085.8,44970228.72474244,0.101669,[0.011 ~ 0.19],0.010337,0.536956,X-GRADE_class6_test,6,test,332
399,ElasticNet,pKd pKi pIC50,all,2.0971573181216856,4.99595728219228,0.8997425287925763,0.853896,[0.107 ~ 0.985],0.729138,0.7,X-GRADE_class6_val,6,val,5
400,SVR,pKd pKi pIC50,all,1.3255658539373907,2.7436632937797234,0.910899405967584,0.427793,[0.351 ~ 0.499],0.183006,0.421401,GRADE_class6_test,6,test,332
401,SVR,pKd pKi pIC50,all,1.4587535462092858,2.691745897073262,1.0908683906151897,0.841622,[0.064 ~ 0.983],0.708327,0.7,GRADE_class6_val,6,val,5
402,SVR,pKd pKi pIC50,all,1.2508205211177756,2.575759758975061,0.9142998796564595,0.48659,[0.414 ~ 0.553],0.236769,0.498684,X-GRADE_class6_test,6,test,332
403,SVR,pKd pKi pIC50,all,1.9346761354571889,4.586245581432893,1.1364416686723011,0.751274,[-0.185 ~ 0.973],0.564413,0.7,X-GRADE_class6_val,6,val,5
404,DecisionTree,pKd pKi pIC50,all,1.477801204819277,3.709252108433735,1.710679169746003,0.410246,[0.332 ~ 0.483],0.168302,0.396471,GRADE_class6_test,6,test,332
405,DecisionTree,pKd pKi pIC50,all,1.5420000000000003,5.226380000000001,1.6707603059685134,0.225361,[-0.732 ~ 0.884],0.050788,0.0,GRADE_class6_val,6,val,5
406,DecisionTree,pKd pKi pIC50,all,1.6032831325301204,4.241745481927711,1.7939655505539254,0.370287,[0.29 ~ 0.446],0.137112,0.374456,X-GRADE_class6_test,6,test,332
407,DecisionTree,pKd pKi pIC50,all,1.7540000000000002,4.610140000000001,1.4552195710613571,0.620428,[-0.411 ~ 0.955],0.384931,0.564288,X-GRADE_class6_val,6,val,5
408,RandomForest,pKd pKi pIC50,all,1.1596840361445784,2.3600378425000006,0.9899910052403492,0.56205,[0.497 ~ 0.621],0.315901,0.557304,GRADE_class6_test,6,test,332
409,RandomForest,pKd pKi pIC50,all,1.5298599999999998,3.7568732900000024,0.9257969920020259,0.528933,[-0.519 ~ 0.942],0.27977,0.7,GRADE_class6_val,6,val,5
410,RandomForest,pKd pKi pIC50,all,1.181660843373494,2.4764740191566266,0.98924122942477,0.522341,[0.453 ~ 0.585],0.27284,0.533037,X-GRADE_class6_test,6,test,332
411,RandomForest,pKd pKi pIC50,all,1.5782599999999996,4.12863549,0.9742583632692106,0.414477,[-0.618 ~ 0.922],0.171791,0.7,X-GRADE_class6_val,6,val,5
412,XGBoost,pKd pKi pIC50,all,1.3040376142421402,2.7626439764267605,1.1403648853302002,0.444879,[0.369 ~ 0.515],0.197917,0.415876,GRADE_class6_test,6,test,332
413,XGBoost,pKd pKi pIC50,all,0.9997746543884276,1.5517254404185017,0.9032822251319885,0.857614,[0.121 ~ 0.985],0.735502,0.7,GRADE_class6_val,6,val,5
414,XGBoost,pKd pKi pIC50,all,1.320859601468925,2.9226891192697684,1.2266508340835571,0.42449,[0.347 ~ 0.496],0.180192,0.41061,X-GRADE_class6_test,6,test,332
415,XGBoost,pKd pKi pIC50,all,1.621657943725586,3.0299619300191445,1.1285804510116577,0.892684,[0.265 ~ 0.989],0.796884,0.9,X-GRADE_class6_val,6,val,5
416,linearRegression,pKd pKi pIC50,ki,1.422689471245776,3.3839378886805545,1.484892955270765,0.447066,[0.372 ~ 0.517],0.199868,0.4787,GRADE_class6_test,6,test,332
417,linearRegression,pKd pKi pIC50,ki,2.0068095176414458,4.151946458792514,1.14879030787925,0.97813,[0.797 ~ 0.998],0.956738,1.0,GRADE_class6_val,6,val,5
418,linearRegression,pKd pKi pIC50,ki,2.0245619951170134e+32,1.3608186222518246e+67,3.6833677130856907e+33,0.101669,[0.011 ~ 0.19],0.010336,0.5293,X-GRADE_class6_test,6,test,332
419,linearRegression,pKd pKi pIC50,ki,2.0613578655100016,4.655252941695858,1.0016914913084891,0.906129,[0.33 ~ 0.99],0.82107,0.9,X-GRADE_class6_val,6,val,5
420,Ridge,pKd pKi pIC50,ki,1.4141718496719198,3.3467558789142147,1.467115722539965,0.452196,[0.377 ~ 0.521],0.204482,0.4835,GRADE_class6_test,6,test,332
421,Ridge,pKd pKi pIC50,ki,2.0240786393694132,4.228921448950118,1.1390439383205953,0.977088,[0.788 ~ 0.998],0.954701,1.0,GRADE_class6_val,6,val,5
422,Ridge,pKd pKi pIC50,ki,3.911742456045877e+17,5.080174041917832e+37,7.116791631680248e+18,-0.101669,[-0.19 ~ -0.011],0.010336,0.512986,X-GRADE_class6_test,6,test,332
423,Ridge,pKd pKi pIC50,ki,2.130809259613975,5.057349871129212,0.9900543467366506,0.867824,[0.16 ~ 0.986],0.753119,0.7,X-GRADE_class6_val,6,val,5
424,Lasso,pKd pKi pIC50,ki,1.395804104940323,3.262500332026831,1.4152333165941942,0.465672,[0.392 ~ 0.534],0.21685,0.49456,GRADE_class6_test,6,test,332
425,Lasso,pKd pKi pIC50,ki,2.1007804730790554,4.562510303089153,1.126390272831199,0.973348,[0.757 ~ 0.997],0.947407,1.0,GRADE_class6_val,6,val,5
426,Lasso,pKd pKi pIC50,ki,21843000.906447507,1.1190208208097138e+17,333803785.7020407,0.005181,[-0.085 ~ 0.096],2.7e-05,0.485276,X-GRADE_class6_test,6,test,332
427,Lasso,pKd pKi pIC50,ki,2.272801520117296,5.6123952094167695,0.9893205600390212,0.893592,[0.27 ~ 0.989],0.798506,0.9,X-GRADE_class6_val,6,val,5
428,ElasticNet,pKd pKi pIC50,ki,1.395106783876247,3.262311824878571,1.4206024530047818,0.465254,[0.391 ~ 0.533],0.216461,0.493519,GRADE_class6_test,6,test,332
429,ElasticNet,pKd pKi pIC50,ki,2.0748446722185854,4.451834550066164,1.1252987090081747,0.974266,[0.765 ~ 0.997],0.949195,1.0,GRADE_class6_val,6,val,5
430,ElasticNet,pKd pKi pIC50,ki,2.136926221598539e+17,1.516062620533193e+37,3.887796505549946e+18,-0.101669,[-0.19 ~ -0.011],0.010336,0.50556,X-GRADE_class6_test,6,test,332
431,ElasticNet,pKd pKi pIC50,ki,2.2053230974884093,5.3402352634012455,0.9935162731055335,0.881926,[0.218 ~ 0.988],0.777793,0.9,X-GRADE_class6_val,6,val,5
432,SVR,pKd pKi pIC50,ki,1.3612122448014043,2.98466910907985,1.0140556261456988,0.502436,[0.432 ~ 0.567],0.252442,0.511682,GRADE_class6_test,6,test,332
433,SVR,pKd pKi pIC50,ki,1.8043544701512377,4.236911336184819,1.1430535458642845,0.708083,[-0.273 ~ 0.967],0.501382,0.7,GRADE_class6_val,6,val,5
434,SVR,pKd pKi pIC50,ki,1.3223644455446906,2.840227741660289,1.0466805682830378,0.533115,[0.465 ~ 0.595],0.284211,0.545337,X-GRADE_class6_test,6,test,332
435,SVR,pKd pKi pIC50,ki,2.309792875497969,6.126712345338949,1.2019018692537535,0.771926,[-0.137 ~ 0.975],0.59587,0.7,X-GRADE_class6_val,6,val,5
436,DecisionTree,pKd pKi pIC50,ki,1.8662349397590359,5.253371385542168,1.996688459978873,0.35939,[0.278 ~ 0.436],0.129161,0.331952,GRADE_class6_test,6,test,332
437,DecisionTree,pKd pKi pIC50,ki,1.24,2.632040000000001,1.2903549899155657,0.611614,[-0.423 ~ 0.954],0.374072,0.666886,GRADE_class6_val,6,val,5
438,DecisionTree,pKd pKi pIC50,ki,1.7399698795180722,4.7964099397590365,1.6346593326107408,0.268246,[0.182 ~ 0.35],0.071956,0.294721,X-GRADE_class6_test,6,test,332
439,DecisionTree,pKd pKi pIC50,ki,2.2840000000000003,6.288040000000001,1.1027674278831419,-0.399766,[-0.92 ~ 0.629],0.159813,-0.632456,X-GRADE_class6_val,6,val,5
440,RandomForest,pKd pKi pIC50,ki,1.3471539156626509,2.9632422869578323,1.0368053030582383,0.518221,[0.449 ~ 0.581],0.268553,0.509062,GRADE_class6_test,6,test,332
441,RandomForest,pKd pKi pIC50,ki,1.884280000000001,4.764828068,0.9573123573839416,0.610208,[-0.425 ~ 0.954],0.372353,0.6,GRADE_class6_val,6,val,5
442,RandomForest,pKd pKi pIC50,ki,1.2707054216867468,2.806416398855422,1.0189412193401481,0.495494,[0.424 ~ 0.561],0.245514,0.493605,X-GRADE_class6_test,6,test,332
443,RandomForest,pKd pKi pIC50,ki,1.9386600000000012,5.795564198000007,0.8974584126298005,0.274871,[-0.707 ~ 0.895],0.075554,0.7,X-GRADE_class6_val,6,val,5
444,XGBoost,pKd pKi pIC50,ki,1.4088399072727524,3.2032356415371925,1.2630192041397095,0.412827,[0.335 ~ 0.485],0.170426,0.419162,GRADE_class6_test,6,test,332
445,XGBoost,pKd pKi pIC50,ki,2.1893656730651854,5.131109550273724,1.3715190887451172,0.911036,[0.354 ~ 0.991],0.829987,0.9,GRADE_class6_val,6,val,5
